AwayTeam,AwayGoals,AwayShotsOnTarget,HomeTeam,HomeGoals,HomeShotsOnTarget,FullTimeResult,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamLossStreak,AwayTeamLossStreak
Dender,0.0,,Anderlecht,4.0,,H,15,2,15,2
Westerlo,2.0,,Bergen,0.0,,A,7,3,7,3
Waregem,0.0,,Charleroi,1.0,,H,7,6,7,6
Tubize,2.0,,Kortrijk,2.0,,D,5,1,5,1
Mouscron,0.0,,Lokeren,3.0,,H,7,2,7,2
Mechelen,1.0,,Standard,4.0,,H,12,5,12,5
Genk,3.0,,Cercle Brugge,1.0,,A,6,7,6,7
Gent,3.0,,Roeselare,1.0,,A,4,6,4,6
Lokeren,3.0,,Club Brugge,2.0,,A,21,4,21,4
Bergen,0.0,,Dender,0.0,,D,2,3,2,3
Cercle Brugge,1.0,,Gent,2.0,,H,12,3,12,3
Charleroi,1.0,,Mechelen,2.0,,H,6,4,6,4
Germinal,1.0,,Mouscron,3.0,,H,9,3,9,3
Standard,0.0,,Waregem,0.0,,D,9,6,9,6
Roeselare,0.0,,Westerlo,1.0,,H,5,1,5,1
Kortrijk,1.0,,Genk,0.0,,A,8,3,8,3
Anderlecht,1.0,,Tubize,1.0,,D,2,12,2,12
Mechelen,1.0,,Germinal,3.0,,H,6,5,6,5
Roeselare,1.0,,Anderlecht,3.0,,H,15,1,15,1
Tubize,1.0,,Bergen,1.0,,D,7,1,7,1
Westerlo,1.0,,Cercle Brugge,2.0,,H,6,3,6,3
Genk,0.0,,Charleroi,3.0,,H,7,7,7,7
Gent,2.0,,Kortrijk,0.0,,A,5,6,5,6
Dender,2.0,,Lokeren,0.0,,A,7,2,7,2
Waregem,2.0,,Mouscron,0.0,,A,9,6,9,6
Club Brugge,0.0,,Standard,2.0,,H,12,6,12,6
Lokeren,0.0,,Mechelen,3.0,,H,6,4,6,4
Mouscron,1.0,,Club Brugge,4.0,,H,21,2,21,2
Charleroi,2.0,,Dender,1.0,,A,2,4,2,4
Anderlecht,2.0,,Genk,0.0,,A,8,12,8,12
Standard,1.0,,Gent,0.0,,A,12,6,12,6
Cercle Brugge,2.0,,Roeselare,1.0,,A,4,3,4,3
Germinal,0.0,,Tubize,1.0,,H,2,3,2,3
Bergen,0.0,,Waregem,3.0,,H,9,3,9,3
Kortrijk,3.0,,Westerlo,1.0,,A,5,3,5,3
Genk,0.0,,Club Brugge,1.0,,H,21,7,21,7
Antwerp,1.0,,Anderlecht,3.0,,H,15,6,15,6
Lierse,1.0,,Charleroi,0.0,,A,7,3,7,3
Bergen,0.0,,Germinal,1.0,,H,6,3,6,3
St Truiden,0.0,,Lokeren,0.0,,D,7,3,7,3
Louvieroise,0.0,,Westerlo,0.0,,D,5,2,5,2
Gent,4.0,,Beveren,2.0,,A,3,6,3,6
Cercle Brugge,0.0,,Heusden Zolder,0.0,,D,2,3,2,3
Standard,2.0,,Mouscron,2.0,,D,9,6,9,6
Westerlo,1.0,,Antwerp,2.0,,H,8,3,8,3
St Truiden,4.0,,Beveren,1.0,,A,3,3,3,3
Charleroi,0.0,,Genk,2.0,,H,8,4,8,4
Anderlecht,3.0,,Gent,1.0,,A,12,12,12,12
Heusden Zolder,0.0,,Louvieroise,2.0,,H,4,1,4,1
Mouscron,3.0,,Bergen,3.0,,D,7,2,7,2
Club Brugge,2.0,,Cercle Brugge,0.0,,A,6,6,6,6
Lokeren,0.0,,Standard,1.0,,H,12,4,12,4
Germinal,0.0,,Lierse,0.0,,D,6,3,6,3
Antwerp,0.0,,Heusden Zolder,0.0,,D,2,6,2,6
St Truiden,0.0,,Anderlecht,3.0,,H,15,3,15,3
Louvieroise,3.0,,Club Brugge,3.0,,D,21,2,21,2
Beveren,2.0,,Lokeren,1.0,,A,7,2,7,2
Lierse,1.0,,Mouscron,1.0,,D,9,3,9,3
Bergen,0.0,,Standard,4.0,,H,12,3,12,3
Gent,2.0,,Westerlo,2.0,,D,5,6,5,6
Cercle Brugge,0.0,,Charleroi,0.0,,D,7,3,7,3
Genk,2.0,,Germinal,2.0,,D,6,7,6,7
Standard,1.0,,Lierse,0.0,,A,6,6,6,6
Beveren,0.0,,Anderlecht,1.0,,H,15,2,15,2
Club Brugge,4.0,,Antwerp,0.0,,A,8,6,8,6
Germinal,0.0,,Cercle Brugge,1.0,,H,6,3,6,3
Charleroi,0.0,,Louvieroise,0.0,,D,4,4,4,4
Westerlo,0.0,,St Truiden,0.0,,D,5,3,5,3
Lokeren,1.0,,Bergen,1.0,,D,7,4,7,4
Mouscron,0.0,,Genk,2.0,,H,8,2,8,2
Heusden Zolder,0.0,,Gent,2.0,,H,12,1,12,1
St Truiden,1.0,,Heusden Zolder,0.0,,A,2,3,2,3
Antwerp,1.0,,Charleroi,0.0,,A,7,6,7,6
Gent,1.0,,Club Brugge,1.0,,D,21,6,21,6
Louvieroise,0.0,,Germinal,0.0,,D,6,2,6,2
Anderlecht,6.0,,Lokeren,0.0,,A,7,12,7,12
Beveren,2.0,,Westerlo,3.0,,H,5,2,5,2
Lierse,3.0,,Bergen,1.0,,A,7,3,7,3
Cercle Brugge,0.0,,Mouscron,4.0,,H,9,3,9,3
Genk,2.0,,Standard,0.0,,A,12,7,12,7
Westerlo,1.0,,Anderlecht,5.0,,H,15,3,15,3
Heusden Zolder,0.0,,Beveren,2.0,,H,3,1,3,1
Standard,0.0,,Cercle Brugge,2.0,,H,6,6,6,6
Bergen,0.0,,Genk,0.0,,D,8,3,8,3
Charleroi,1.0,,Gent,1.0,,D,12,4,12,4
Mouscron,2.0,,Louvieroise,1.0,,A,4,2,4,2
Germinal,4.0,,Antwerp,0.0,,A,8,3,8,3
Lokeren,1.0,,Lierse,2.0,,H,6,4,6,4
Club Brugge,2.0,,St Truiden,3.0,,H,5,6,5,6
Gent,2.0,,Germinal,0.0,,A,6,6,6,6
Anderlecht,4.0,,Heusden Zolder,2.0,,A,2,12,2,12
Cercle Brugge,0.0,,Bergen,0.0,,D,7,3,7,3
St Truiden,1.0,,Charleroi,1.0,,D,7,3,7,3
Beveren,0.0,,Club Brugge,3.0,,H,21,2,21,2
Genk,5.0,,Lierse,3.0,,A,6,7,6,7
Antwerp,0.0,,Mouscron,2.0,,H,9,6,9,6
Louvieroise,2.0,,Standard,0.0,,A,12,2,12,2
Westerlo,3.0,,Lokeren,1.0,,A,7,3,7,3
Charleroi,0.0,,Beveren,1.0,,H,3,4,3,4
Lokeren,1.0,,Genk,3.0,,H,8,4,8,4
Mouscron,0.0,,Gent,0.0,,D,12,2,12,2
Bergen,1.0,,Louvieroise,1.0,,D,4,3,4,3
Heusden Zolder,0.0,,Westerlo,2.0,,H,5,1,5,1
Club Brugge,1.0,,Anderlecht,1.0,,D,15,6,15,6
Standard,4.0,,Antwerp,0.0,,A,8,6,8,6
Lierse,0.0,,Cercle Brugge,0.0,,D,6,3,6,3
Germinal,0.0,,St Truiden,0.0,,D,5,3,5,3
Anderlecht,1.0,,Charleroi,0.0,,A,7,12,7,12
Antwerp,0.0,,Bergen,1.0,,H,7,6,7,6
Westerlo,0.0,,Club Brugge,4.0,,H,21,3,21,3
Beveren,1.0,,Germinal,2.0,,H,6,2,6,2
Heusden Zolder,0.0,,Lokeren,3.0,,H,7,1,7,1
St Truiden,1.0,,Mouscron,2.0,,H,9,3,9,3
Gent,0.0,,Standard,2.0,,H,12,6,12,6
Cercle Brugge,1.0,,Genk,3.0,,H,8,3,8,3
Louvieroise,1.0,,Lierse,1.0,,D,6,2,6,2
Germinal,0.0,,Anderlecht,4.0,,H,15,3,15,3
Lierse,1.0,,Antwerp,3.0,,H,8,3,8,3
Mouscron,3.0,,Beveren,0.0,,A,3,2,3,2
Bergen,0.0,,Gent,0.0,,D,12,3,12,3
Genk,2.0,,Louvieroise,5.0,,H,4,7,4,7
Lokeren,2.0,,Cercle Brugge,2.0,,D,6,4,6,4
Club Brugge,2.0,,Heusden Zolder,4.0,,H,2,6,2,6
Standard,2.0,,St Truiden,1.0,,A,5,6,5,6
Charleroi,1.0,,Westerlo,2.0,,H,5,4,5,4
Gent,0.0,,Lierse,0.0,,D,6,6,6,6
Anderlecht,1.0,,Mouscron,0.0,,A,9,12,9,12
St Truiden,4.0,,Bergen,3.0,,A,7,3,7,3
Antwerp,1.0,,Genk,3.0,,H,8,6,8,6
Westerlo,2.0,,Germinal,0.0,,A,6,3,6,3
Club Brugge,0.0,,Lokeren,2.0,,H,7,6,7,6
Beveren,0.0,,Standard,4.0,,H,12,2,12,2
Louvieroise,1.0,,Cercle Brugge,2.0,,H,6,2,6,2
Heusden Zolder,1.0,,Charleroi,2.0,,H,7,1,7,1
Genk,1.0,,Gent,1.0,,D,12,7,12,7
Cercle Brugge,2.0,,Antwerp,2.0,,D,8,3,8,3
Germinal,0.0,,Heusden Zolder,2.0,,H,2,3,2,3
Lokeren,2.0,,Louvieroise,3.0,,H,4,4,4,4
Lierse,2.0,,St Truiden,3.0,,H,5,3,5,3
Mouscron,1.0,,Westerlo,1.0,,D,5,2,5,2
Standard,4.0,,Anderlecht,1.0,,A,15,6,15,6
Bergen,0.0,,Beveren,2.0,,H,3,3,3,3
Charleroi,0.0,,Club Brugge,1.0,,H,21,4,21,4
Anderlecht,2.0,,Bergen,0.0,,A,7,12,7,12
Club Brugge,0.0,,Germinal,2.0,,H,6,6,6,6
St Truiden,0.0,,Genk,4.0,,H,8,3,8,3
Beveren,0.0,,Lierse,1.0,,H,6,2,6,2
Charleroi,2.0,,Lokeren,0.0,,A,7,4,7,4
Heusden Zolder,1.0,,Mouscron,2.0,,H,9,1,9,1
Westerlo,0.0,,Standard,3.0,,H,12,3,12,3
Gent,0.0,,Cercle Brugge,1.0,,H,6,6,6,6
Antwerp,1.0,,Louvieroise,1.0,,D,4,6,4,6
Lierse,1.0,,Anderlecht,2.0,,H,15,3,15,3
Lokeren,3.0,,Antwerp,0.0,,A,8,4,8,4
Genk,1.0,,Beveren,3.0,,H,3,7,3,7
Germinal,1.0,,Charleroi,0.0,,A,7,3,7,3
Louvieroise,0.0,,Gent,3.0,,H,12,2,12,2
Bergen,1.0,,Westerlo,0.0,,A,5,3,5,3
Mouscron,2.0,,Club Brugge,4.0,,H,21,2,21,2
Standard,1.0,,Heusden Zolder,1.0,,D,2,6,2,6
Cercle Brugge,0.0,,St Truiden,0.0,,D,5,3,5,3
Club Brugge,1.0,,Standard,3.0,,H,12,6,12,6
Gent,1.0,,Antwerp,0.0,,A,8,6,8,6
Anderlecht,1.0,,Genk,0.0,,A,8,12,8,12
Westerlo,1.0,,Lierse,0.0,,A,6,3,6,3
Germinal,1.0,,Lokeren,0.0,,A,7,3,7,3
St Truiden,0.0,,Louvieroise,0.0,,D,4,3,4,3
Charleroi,0.0,,Mouscron,3.0,,H,9,4,9,4
Heusden Zolder,2.0,,Bergen,1.0,,A,7,1,7,1
Beveren,4.0,,Cercle Brugge,0.0,,A,6,2,6,2
Standard,1.0,,Charleroi,0.0,,A,7,6,7,6
Lierse,0.0,,Heusden Zolder,0.0,,D,2,3,2,3
Louvieroise,0.0,,Beveren,1.0,,H,3,2,3,2
Bergen,0.0,,Club Brugge,2.0,,H,21,3,21,3
Mouscron,2.0,,Germinal,2.0,,D,6,2,6,2
Antwerp,1.0,,St Truiden,2.0,,H,5,6,5,6
Cercle Brugge,2.0,,Anderlecht,3.0,,H,15,3,15,3
Gent,1.0,,Lokeren,1.0,,D,7,6,7,6
Genk,1.0,,Westerlo,1.0,,D,5,7,5,7
Beveren,3.0,,Antwerp,0.0,,A,8,2,8,2
Charleroi,2.0,,Bergen,2.0,,D,7,4,7,4
Heusden Zolder,1.0,,Genk,4.0,,H,8,1,8,1
St Truiden,1.0,,Gent,0.0,,A,12,3,12,3
Club Brugge,1.0,,Lierse,1.0,,D,6,6,6,6
Lokeren,0.0,,Mouscron,3.0,,H,9,4,9,4
Westerlo,0.0,,Cercle Brugge,0.0,,D,6,3,6,3
Anderlecht,4.0,,Louvieroise,1.0,,A,4,12,4,12
Germinal,1.0,,Standard,2.0,,H,12,3,12,3
Club Brugge,0.0,,Genk,1.0,,H,8,6,8,6
Germinal,0.0,,Bergen,3.0,,H,7,3,7,3
Beveren,1.0,,Gent,2.0,,H,12,2,12,2
Charleroi,1.0,,Lierse,1.0,,D,6,4,6,4
Lokeren,2.0,,St Truiden,1.0,,A,5,4,5,4
Mouscron,3.0,,Standard,3.0,,D,12,2,12,2
Anderlecht,2.0,,Antwerp,0.0,,A,8,12,8,12
Heusden Zolder,3.0,,Cercle Brugge,2.0,,A,6,1,6,1
Westerlo,1.0,,Louvieroise,1.0,,D,4,3,4,3
Gent,0.0,,Anderlecht,2.0,,H,15,6,15,6
Genk,3.0,,Charleroi,4.0,,H,7,7,7,7
Lierse,1.0,,Germinal,1.0,,D,6,3,6,3
Louvieroise,3.0,,Heusden Zolder,1.0,,A,2,2,2,2
Standard,1.0,,Lokeren,1.0,,D,7,6,7,6
Bergen,2.0,,Mouscron,3.0,,H,9,3,9,3
Beveren,1.0,,St Truiden,1.0,,D,5,2,5,2
Cercle Brugge,0.0,,Club Brugge,5.0,,H,21,3,21,3
Antwerp,1.0,,Westerlo,2.0,,H,5,6,5,6
Heusden Zolder,1.0,,Antwerp,1.0,,D,8,1,8,1
Standard,1.0,,Bergen,1.0,,D,7,6,7,6
Lokeren,1.0,,Beveren,1.0,,D,3,4,3,4
Germinal,1.0,,Genk,1.0,,D,8,3,8,3
Westerlo,2.0,,Gent,0.0,,A,12,3,12,3
Charleroi,2.0,,Cercle Brugge,3.0,,H,6,4,6,4
Mouscron,2.0,,Lierse,2.0,,D,6,2,6,2
Anderlecht,3.0,,St Truiden,1.0,,A,5,12,5,12
Anderlecht,3.0,,Beveren,2.0,,A,3,12,3,12
Louvieroise,2.0,,Charleroi,2.0,,D,7,2,7,2
Cercle Brugge,1.0,,Germinal,2.0,,H,6,3,6,3
Gent,1.0,,Heusden Zolder,1.0,,D,2,6,2,6
Bergen,0.0,,Lokeren,0.0,,D,7,3,7,3
Lierse,1.0,,Standard,1.0,,D,12,3,12,3
St Truiden,0.0,,Westerlo,3.0,,H,5,3,5,3
Antwerp,0.0,,Club Brugge,4.0,,H,21,6,21,6
Genk,1.0,,Mouscron,3.0,,H,9,7,9,7
Club Brugge,4.0,,Louvieroise,0.0,,A,4,6,4,6
Standard,1.0,,Genk,1.0,,D,8,6,8,6
Lokeren,1.0,,Anderlecht,2.0,,H,15,4,15,4
Charleroi,1.0,,Antwerp,3.0,,H,8,4,8,4
Westerlo,3.0,,Beveren,0.0,,A,3,3,3,3
Bergen,2.0,,Lierse,0.0,,A,6,3,6,3
Heusden Zolder,1.0,,St Truiden,2.0,,H,5,1,5,1
Mouscron,1.0,,Cercle Brugge,1.0,,D,6,2,6,2
Club Brugge,1.0,,Gent,0.0,,A,12,6,12,6
Germinal,0.0,,Louvieroise,0.0,,D,4,3,4,3
Genk,1.0,,Bergen,0.0,,A,7,7,7,7
Gent,0.0,,Charleroi,2.0,,H,7,6,7,6
St Truiden,1.0,,Club Brugge,2.0,,H,21,3,21,3
Lierse,0.0,,Lokeren,3.0,,H,7,3,7,3
Louvieroise,1.0,,Mouscron,2.0,,H,9,2,9,2
Cercle Brugge,0.0,,Standard,7.0,,H,12,3,12,3
Antwerp,0.0,,Germinal,1.0,,H,6,6,6,6
Beveren,4.0,,Heusden Zolder,1.0,,A,2,2,2,2
Anderlecht,0.0,,Westerlo,0.0,,D,5,12,5,12
Standard,2.0,,Louvieroise,3.0,,H,4,6,4,6
Lierse,0.0,,Genk,2.0,,H,8,3,8,3
Germinal,1.0,,Gent,1.0,,D,12,3,12,3
Charleroi,2.0,,St Truiden,1.0,,A,5,4,5,4
Club Brugge,3.0,,Beveren,1.0,,A,3,6,3,6
Bergen,1.0,,Cercle Brugge,0.0,,A,6,3,6,3
Lokeren,3.0,,Westerlo,7.0,,H,5,4,5,4
Westerlo,1.0,,Heusden Zolder,0.0,,A,2,3,2,3
Louvieroise,0.0,,Bergen,1.0,,H,7,2,7,2
Beveren,1.0,,Charleroi,0.0,,A,7,2,7,2
Cercle Brugge,0.0,,Lierse,0.0,,D,6,3,6,3
Genk,1.0,,Lokeren,2.0,,H,7,7,7,7
Gent,1.0,,Mouscron,2.0,,H,9,6,9,6
Anderlecht,0.0,,Club Brugge,1.0,,H,21,12,21,12
St Truiden,0.0,,Germinal,0.0,,D,6,3,6,3
Antwerp,0.0,,Standard,3.0,,H,12,6,12,6
Lokeren,3.0,,Heusden Zolder,2.0,,A,2,4,2,4
Charleroi,2.0,,Anderlecht,3.0,,H,15,4,15,4
Bergen,0.0,,Antwerp,0.0,,D,8,3,8,3
Germinal,0.0,,Beveren,0.0,,D,3,3,3,3
Lierse,1.0,,Louvieroise,0.0,,A,4,3,4,3
Mouscron,1.0,,St Truiden,1.0,,D,5,2,5,2
Genk,0.0,,Cercle Brugge,0.0,,D,6,7,6,7
Standard,0.0,,Gent,0.0,,D,12,6,12,6
Club Brugge,3.0,,Westerlo,2.0,,A,5,6,5,6
Gent,1.0,,Bergen,0.0,,A,7,6,7,6
Westerlo,1.0,,Charleroi,3.0,,H,7,3,7,3
Heusden Zolder,0.0,,Club Brugge,3.0,,H,21,1,21,1
Louvieroise,1.0,,Genk,1.0,,D,8,2,8,2
Anderlecht,0.0,,Germinal,1.0,,H,6,12,6,12
St Truiden,1.0,,Standard,1.0,,D,12,3,12,3
Antwerp,0.0,,Lierse,1.0,,H,6,6,6,6
Cercle Brugge,2.0,,Lokeren,0.0,,A,7,3,7,3
Beveren,0.0,,Mouscron,5.0,,H,9,2,9,2
Heusden Zolder,0.0,,Anderlecht,6.0,,H,15,1,15,1
Mouscron,1.0,,Antwerp,3.0,,H,8,2,8,2
Mouscron,0.0,,Anderlecht,0.0,,D,15,2,15,2
Genk,1.0,,Antwerp,3.0,,H,8,7,8,7
Standard,2.0,,Beveren,0.0,,A,3,6,3,6
Lokeren,1.0,,Club Brugge,2.0,,H,21,4,21,4
Lierse,1.0,,Gent,1.0,,D,12,3,12,3
Bergen,2.0,,St Truiden,1.0,,A,5,3,5,3
Germinal,1.0,,Westerlo,3.0,,H,5,3,5,3
Charleroi,1.0,,Heusden Zolder,3.0,,H,2,4,2,4
Cercle Brugge,0.0,,Louvieroise,2.0,,H,4,3,4,3
Gent,0.0,,Genk,1.0,,H,8,6,8,6
Anderlecht,1.0,,Standard,1.0,,D,12,12,12,12
Beveren,2.0,,Bergen,2.0,,D,7,2,7,2
Heusden Zolder,3.0,,Germinal,1.0,,A,6,1,6,1
St Truiden,1.0,,Lierse,1.0,,D,6,3,6,3
Louvieroise,0.0,,Lokeren,2.0,,H,7,2,7,2
Antwerp,2.0,,Cercle Brugge,1.0,,A,6,6,6,6
Westerlo,2.0,,Mouscron,3.0,,H,9,3,9,3
Club Brugge,1.0,,Charleroi,1.0,,D,7,6,7,6
Bergen,1.0,,Anderlecht,4.0,,H,15,3,15,3
Louvieroise,3.0,,Antwerp,1.0,,A,8,2,8,2
Lierse,1.0,,Beveren,0.0,,A,3,3,3,3
Lokeren,2.0,,Charleroi,1.0,,A,7,4,7,4
Cercle Brugge,1.0,,Gent,1.0,,D,12,3,12,3
Genk,3.0,,St Truiden,0.0,,A,5,7,5,7
Germinal,1.0,,Club Brugge,2.0,,H,21,3,21,3
Mouscron,1.0,,Heusden Zolder,1.0,,D,2,2,2,2
Standard,4.0,,Westerlo,2.0,,A,5,6,5,6
Club Brugge,1.0,,Mouscron,1.0,,D,9,6,9,6
Westerlo,0.0,,Bergen,0.0,,D,7,3,7,3
St Truiden,1.0,,Cercle Brugge,2.0,,H,6,3,6,3
Beveren,0.0,,Genk,1.0,,H,8,2,8,2
Charleroi,1.0,,Germinal,3.0,,H,6,4,6,4
Anderlecht,1.0,,Lierse,1.0,,D,6,12,6,12
Heusden Zolder,1.0,,Standard,4.0,,H,12,1,12,1
Antwerp,0.0,,Lokeren,3.0,,H,7,6,7,6
Gent,2.0,,Louvieroise,2.0,,D,4,6,4,6
Lokeren,1.0,,Germinal,2.0,,H,6,4,6,4
Mouscron,0.0,,Charleroi,1.0,,H,7,2,7,2
Standard,0.0,,Club Brugge,1.0,,H,21,6,21,6
Antwerp,1.0,,Gent,1.0,,D,12,6,12,6
Lierse,1.0,,Westerlo,2.0,,H,5,3,5,3
Genk,1.0,,Anderlecht,2.0,,H,15,7,15,7
Cercle Brugge,1.0,,Beveren,1.0,,D,3,3,3,3
Bergen,0.0,,Heusden Zolder,2.0,,H,2,3,2,3
Louvieroise,2.0,,St Truiden,1.0,,A,5,2,5,2
St Truiden,2.0,,Antwerp,1.0,,A,8,3,8,3
Club Brugge,9.0,,Bergen,0.0,,A,7,6,7,6
Anderlecht,2.0,,Cercle Brugge,0.0,,A,6,12,6,12
Westerlo,0.0,,Genk,1.0,,H,8,3,8,3
Lokeren,1.0,,Gent,1.0,,D,12,4,12,4
Heusden Zolder,0.0,,Lierse,4.0,,H,6,1,6,1
Beveren,2.0,,Louvieroise,3.0,,H,4,2,4,2
Germinal,2.0,,Mouscron,3.0,,H,9,3,9,3
Charleroi,1.0,,Standard,1.0,,D,12,4,12,4
Standard,2.0,,Germinal,1.0,,A,6,6,6,6
Louvieroise,1.0,,Anderlecht,1.0,,D,15,2,15,2
Antwerp,2.0,,Beveren,5.0,,H,3,6,3,6
Bergen,0.0,,Charleroi,1.0,,H,7,3,7,3
Lierse,0.0,,Club Brugge,3.0,,H,21,3,21,3
Genk,3.0,,Heusden Zolder,2.0,,A,2,7,2,7
Mouscron,1.0,,Lokeren,1.0,,D,7,2,7,2
Gent,2.0,,St Truiden,0.0,,A,5,6,5,6
Cercle Brugge,1.0,,Westerlo,1.0,,D,5,3,5,3
St Truiden,2.0,,Gent,4.0,,H,12,3,12,3
Antwerp,0.0,,Anderlecht,3.0,,H,15,6,15,6
Beveren,1.0,,Genk,5.0,,H,8,2,8,2
Lokeren,1.0,,Lierse,1.0,,D,6,4,6,4
Molenbeek,0.0,,Lommel,1.0,,H,3,2,3,2
Mouscron,0.0,,Aalst,1.0,,H,2,2,2,2
Standard,0.0,,Charleroi,0.0,,D,7,6,7,6
Westerlo,2.0,,Club Brugge,4.0,,H,21,3,21,3
Louvieroise,2.0,,Germinal,8.0,,H,6,2,6,2
Gent,1.0,,Mouscron,0.0,,A,9,6,9,6
Genk,0.0,,Antwerp,3.0,,H,8,7,8,7
Lierse,1.0,,Beveren,1.0,,D,3,3,3,3
Anderlecht,3.0,,Louvieroise,1.0,,A,4,12,4,12
Charleroi,1.0,,Molenbeek,0.0,,A,2,4,2,4
Lommel,3.0,,St Truiden,4.0,,H,5,2,5,2
Germinal,0.0,,Standard,3.0,,H,12,3,12,3
Aalst,1.0,,Westerlo,0.0,,A,5,3,5,3
Club Brugge,1.0,,Lokeren,0.0,,A,7,6,7,6
Westerlo,1.0,,Gent,4.0,,H,12,3,12,3
St Truiden,3.0,,Charleroi,0.0,,A,7,3,7,3
Antwerp,1.0,,Lierse,2.0,,H,6,6,6,6
Mouscron,2.0,,Lommel,3.0,,H,3,2,3,2
Lokeren,1.0,,Aalst,2.0,,H,2,4,2,4
Beveren,1.0,,Club Brugge,6.0,,H,21,2,21,2
Anderlecht,1.0,,Germinal,1.0,,D,6,12,6,12
Louvieroise,1.0,,Genk,5.0,,H,8,2,8,2
Molenbeek,1.0,,Standard,2.0,,H,12,2,12,2
Charleroi,1.0,,Mouscron,0.0,,A,9,4,9,4
Genk,3.0,,Anderlecht,3.0,,D,15,7,15,7
Aalst,4.0,,Beveren,0.0,,A,3,3,3,3
Lierse,0.0,,Louvieroise,0.0,,D,4,3,4,3
Standard,1.0,,St Truiden,1.0,,D,5,6,5,6
Lommel,0.0,,Westerlo,6.0,,H,5,2,5,2
Club Brugge,2.0,,Antwerp,1.0,,A,8,6,8,6
Gent,1.0,,Lokeren,0.0,,A,7,6,7,6
Germinal,2.0,,Molenbeek,2.0,,D,2,3,2,3
Beveren,1.0,,Gent,2.0,,H,12,2,12,2
Genk,1.0,,Germinal,1.0,,D,6,7,6,7
Anderlecht,0.0,,Lierse,2.0,,H,6,12,6,12
Lokeren,4.0,,Lommel,3.0,,A,3,4,3,4
St Truiden,2.0,,Molenbeek,1.0,,A,2,3,2,3
Antwerp,0.0,,Aalst,0.0,,D,2,6,2,6
Westerlo,2.0,,Charleroi,4.0,,H,7,3,7,3
Louvieroise,1.0,,Club Brugge,2.0,,H,21,2,21,2
Mouscron,1.0,,Standard,2.0,,H,12,2,12,2
Lierse,2.0,,Genk,4.0,,H,8,3,8,3
Aalst,3.0,,Louvieroise,1.0,,A,4,3,4,3
Molenbeek,1.0,,Mouscron,4.0,,H,9,2,9,2
Germinal,2.0,,St Truiden,2.0,,D,5,3,5,3
Gent,3.0,,Antwerp,2.0,,A,8,6,8,6
Lommel,2.0,,Beveren,0.0,,A,3,2,3,2
Louvieroise,1.0,,Gent,2.0,,H,12,2,12,2
Beveren,1.0,,Charleroi,1.0,,D,7,2,7,2
Lierse,0.0,,Germinal,2.0,,H,6,3,6,3
Antwerp,2.0,,Lommel,2.0,,D,3,6,3,6
Westerlo,1.0,,Molenbeek,0.0,,A,2,3,2,3
Mouscron,2.0,,St Truiden,1.0,,A,5,2,5,2
Anderlecht,5.0,,Aalst,1.0,,A,2,12,2,12
Genk,2.0,,Club Brugge,1.0,,A,21,7,21,7
Lokeren,2.0,,Standard,0.0,,A,12,4,12,4
Lommel,0.0,,Louvieroise,0.0,,D,4,2,4,2
Gent,0.0,,Anderlecht,2.0,,H,15,6,15,6
Charleroi,0.0,,Antwerp,2.0,,H,8,4,8,4
Standard,1.0,,Beveren,1.0,,D,3,6,3,6
Aalst,0.0,,Genk,5.0,,H,8,3,8,3
Club Brugge,2.0,,Lierse,0.0,,A,6,6,6,6
Molenbeek,0.0,,Lokeren,4.0,,H,7,2,7,2
Germinal,1.0,,Mouscron,3.0,,H,9,3,9,3
St Truiden,0.0,,Westerlo,0.0,,D,5,3,5,3
Genk,0.0,,Gent,0.0,,D,12,7,12,7
Louvieroise,1.0,,Charleroi,2.0,,H,7,2,7,2
Anderlecht,2.0,,Lommel,2.0,,D,3,12,3,12
Beveren,0.0,,Molenbeek,3.0,,H,2,2,2,2
Westerlo,2.0,,Mouscron,1.0,,A,9,3,9,3
Lokeren,0.0,,St Truiden,1.0,,H,5,4,5,4
Antwerp,2.0,,Standard,4.0,,H,12,6,12,6
Lierse,2.0,,Aalst,0.0,,A,2,3,2,3
Club Brugge,2.0,,Germinal,1.0,,A,6,6,6,6
Charleroi,1.0,,Anderlecht,2.0,,H,15,4,15,4
Molenbeek,2.0,,Antwerp,1.0,,A,8,2,8,2
Lommel,2.0,,Genk,4.0,,H,8,2,8,2
Mouscron,1.0,,Lokeren,2.0,,H,7,2,7,2
St Truiden,2.0,,Beveren,3.0,,H,3,3,3,3
Aalst,0.0,,Club Brugge,3.0,,H,21,3,21,3
Standard,1.0,,Louvieroise,3.0,,H,4,6,4,6
Gent,2.0,,Lierse,1.0,,A,6,6,6,6
Germinal,2.0,,Westerlo,1.0,,A,5,3,5,3
Genk,3.0,,Charleroi,0.0,,A,7,7,7,7
Aalst,0.0,,Germinal,4.0,,H,6,3,6,3
Louvieroise,0.0,,Molenbeek,1.0,,H,2,2,2,2
Antwerp,1.0,,St Truiden,3.0,,H,5,6,5,6
Anderlecht,0.0,,Standard,1.0,,H,12,12,12,12
Lokeren,1.0,,Westerlo,0.0,,A,5,4,5,4
Club Brugge,2.0,,Gent,2.0,,D,12,6,12,6
Lierse,2.0,,Lommel,2.0,,D,3,3,3,3
Beveren,0.0,,Mouscron,3.0,,H,9,2,9,2
Charleroi,0.0,,Lokeren,1.0,,H,7,4,7,4
